"ITEM_ID","LABEL","REVIEW_ID","KEYWORDS","Cat","ABSTRACT","TITLE"
"pubmed-18186492",0,"NDC-SOLES","AnimalsBlotting NorthernBlotting WesternBrain/embryology/*metabolismDNA-Binding Proteins/*metabolismImmunohistochemistryMembrane Proteins/*biosynthesisMiceNerve Tissue Proteins/*biosynthesisNeurons/*metabolismReceptors Nerve Growth Factor/metabolismReverse Transcriptase Polymerase Chain ReactionTranscription Factors/*metabolismTwo-Hybrid System Techniques",NA,"","Developmental analysis of Lingo-1/Lern1 protein expression in the mouse brain: interaction of its intracellular domain with Myt1l"
"pubmed-18194217",0,"NDC-SOLES","Analysis of VarianceAnimalsBehavior AnimalBromodeoxyuridine/metabolism*Cell Proliferation/drug effectsDisease Models AnimalElectric Stimulation/adverse effectsElectroencephalographyExploratory Behavior/drug effectsGene Expression Regulation/drug effectsGlycoside Hydrolases/administration & dosageHippocampus/pathologyMaleMaze LearningNeural Cell Adhesion MoleculesNeurons/*physiologyPhosphopyruvate Hydratase/metabolismRatsRats Sprague-DawleySialic Acids/*metabolismStatus Epilepticus/drug therapy/etiology/*pathology/physiopathologyTime Factors",NA,"","Targeting epileptogenesis-associated induction of neurogenesis by enzymatic depolysialylation of NCAM counteracts spatial learning dysfunction but fails to impact epilepsy development"
"pubmed-18226451",1,"NDC-SOLES","Acetylcholine/metabolismAnimalsBrain/*drug effects/metabolism/physiopathologyCholinesterase Inhibitors/pharmacology/therapeutic useCognition Disorders/*drug therapy/genetics/metabolismDementia/drug therapy/genetics/metabolismDisease Models AnimalDonepezilDown Syndrome/*complications/geneticsDrug Administration ScheduleGABA Antagonists/pharmacology/therapeutic useGABA-A Receptor AntagonistsIndans/pharmacology/therapeutic useMaleMaze Learning/drug effects/physiologyMemory Disorders/*drug therapy/genetics/metabolismMiceMice Neurologic MutantsNeural Inhibition/drug effects/geneticsPentylenetetrazole/*pharmacology/therapeutic usePiperidines/pharmacology/therapeutic useReceptors GABA-A/metabolismTreatment OutcomeTrisomy/geneticsgamma-Aminobutyric Acid/*metabolism",NA,"","Chronic pentylenetetrazole but not donepezil treatment rescues spatial cognition in Ts65Dn mice a model for Down syndrome"
"pubmed-18248940",0,"NDC-SOLES","Acetylcholine/metabolismAnimalsBasal Nucleus of Meynert/cytology/*embryology/*metabolismCell Differentiation/*geneticsCell LineCholine O-Acetyltransferase/metabolismCholinergic Fibers/*metabolism/ultrastructureClone CellsDown-Regulation/geneticsGene Expression Regulation Developmental/geneticsGlial Fibrillary Acidic Protein/metabolismHomeodomain Proteins/*geneticsImmunohistochemistryLIM-Homeodomain ProteinsMiceNeurons/cytology/*metabolismPhenotypeRNA Small InterferingSpheroids CellularTranscription FactorsTubulin/metabolismgamma-Aminobutyric Acid/metabolism",NA,"","Knockdown of the L3/Lhx8 gene suppresses cholinergic differentiation of murine embryonic stem cell-derived spheres"
"pubmed-18258680",0,"NDC-SOLES","AnimalsBinding SitesCells CulturedCricetinaeEnhancer Elements GeneticEnteroendocrine Cells/*drug effects/metabolism/physiologyFemaleInsulin/metabolism/*pharmacologyMicePregnancyProglucagon/genetics/metabolismProtein Binding/drug effectsRNA Messenger/metabolismRatsRats WistarReceptor Cross-Talk/*drug effects/physiologySignal Transduction/drug effects/physiologyTCF Transcription Factors/metabolismWnt Proteins/metabolism/*physiologybeta Catenin/metabolism",NA,"","Cross talk between the insulin and Wnt signaling pathways: evidence from intestinal endocrine L cells"
"pubmed-18272690",1,"NDC-SOLES","AnimalsCells CulturedCognition/physiologyDendritic Spines/physiology/*ultrastructureHippocampus/cytologyMaleMaze Learning/*physiologyMembrane Proteins/*metabolismMiceMice Inbred C57BLMice KnockoutMicroscopy ConfocalMutationNerve Tissue ProteinsNeuronal Plasticity/geneticsNeurons/metabolismPatch-Clamp TechniquesSynaptic Transmission/*physiology",NA,"","Smaller dendritic spines weaker synaptic transmission but enhanced spatial learning in mice lacking Shank1"
"pubmed-18281460",0,"NDC-SOLES","AnimalsBrain/metabolism/radiation effectsBrain Neoplasms/metabolism/pathology/*radiotherapyCell Cycle/radiation effectsCell Proliferation/radiation effectsCell SurvivalCells CulturedFluorescent Antibody TechniqueHedgehog Proteins/genetics/physiologyHumansImmunoenzyme TechniquesIn Situ Nick-End LabelingMedulloblastoma/metabolism/pathology/*radiotherapyMiceMice KnockoutNeoplastic Stem Cells/*pathologyPTEN Phosphohydrolase/physiologyPatched ReceptorsPhosphatidylinositol 3-Kinases/*physiologyProtein Kinases/metabolismProto-Oncogene Proteins c-akt/*physiologyProto-Oncogene Proteins c-myc/genetics/physiologyReceptors Cell Surface/genetics/physiologySignal Transduction/*radiation effectsTOR Serine-Threonine KinasesTumor Suppressor Protein p53/metabolismWhole-Body Irradiation",NA,"","PI3K pathway regulates survival of cancer stem cells residing in the perivascular niche following radiation in medulloblastoma in vivo"
"pubmed-18295933",0,"NDC-SOLES","AnimalsAntioxidants/metabolism/pharmacology/therapeutic useAscorbic Acid/*pharmacology/therapeutic useCatalase/drug effects/metabolismCorpus Striatum/*drug effects/metabolism/physiopathologyDisease ProgressionFree Radicals/metabolismHypoxanthine/*antagonists & inhibitors/metabolism/toxicityLesch-Nyhan Syndrome/*drug therapy/metabolism/physiopathologyOxidative Stress/*drug effects/physiologyRatsRats WistarSodium-Potassium-Exchanging ATPase/drug effects/metabolismSuperoxide Dismutase/drug effects/metabolismSuperoxide Dismutase-1Thiobarbituric Acid Reactive Substances/metabolismTreatment OutcomeVitamin E/metabolism/*pharmacology/therapeutic use",NA,"","Biochemical effects of pretreatment with vitamins E and C in rats submitted to intrastriatal hypoxanthine administration"
"pubmed-18308784",0,"NDC-SOLES","Analgesics Opioid/*adverse effects/antagonists & inhibitorsAnimalsBehavior Animal/drug effectsCentral Nervous System Agents/chemistry/*therapeutic useDizocilpine Maleate/pharmacologyElectric StimulationElectrodesGinsenosides/chemistry/*therapeutic useHippocampus/cytology/drug effects/physiologyInjections SubcutaneousLearning Disabilities/*chemically induced/*drug therapyLong-Term Potentiation/drug effects/physiologyMaleMaze Learning/drug effectsMedicine Chinese TraditionalMorphine/*adverse effects/antagonists & inhibitorsPanax/chemistryRatsRats Sprague-DawleyReceptors N-Methyl-D-Aspartate/antagonists & inhibitors",NA,"","Ginsenoside Rg1 restores the impairment of learning induced by chronic morphine administration in rats"
"pubmed-18332640",0,"NDC-SOLES","AnimalsAnimals NewbornApoptosis/drug effectsBrain/*drug effects/metabolism/pathologyCaspase 3/metabolismCell CountDisease Models AnimalFluorescent Antibody Technique DirectGlial Fibrillary Acidic Protein/metabolismHyperoxia/chemically induced/*metabolism/pathologyImmunoenzyme TechniquesMyelin Basic Protein/*metabolismNerve Fibers Myelinated/drug effects/metabolism/pathologyOxygen/metabolism/*pharmacologyRatsRats Sprague-Dawley",NA,"","Myelin expression is altered in the brains of neonatal rats reared in a fluctuating oxygen atmosphere"
"pubmed-18343996",0,"NDC-SOLES","AnimalsAntioxidants/*metabolismCatalase/metabolismCorpus Striatum/chemistry/*drug effects/*enzymologyFree Radicals/metabolismGlutathione Peroxidase/metabolismGlycine/*analogs & derivatives/pharmacologyGuanidinoacetate N-Methyltransferase/metabolismHumansOxidative Stress/*drug effectsRatsRats WistarSulfhydryl Compounds/*metabolismSuperoxide Dismutase/metabolism",NA,"","Guanidinoacetate decreases antioxidant defenses and total protein sulfhydryl content in striatum of rats"
"pubmed-18345003",0,"NDC-SOLES","Actins/metabolismAnimalsCalcium/*metabolismCalcium Signaling/genetics/physiologyCell Survival/genetics/immunologyInositol 145-Trisphosphate/*biosynthesisIntracellular Fluid/immunology/metabolismLymphocyte Activation/genetics/immunologyMiceMice Inbred BALB CMice Inbred C57BLMice KnockoutMicrofilament Proteins/deficiency/genetics/*physiologyReceptors Antigen T-Cell/*metabolism/physiologyT-Lymphocytes/*immunology/metabolismType C Phospholipases/metabolism",NA,"","Regulation of T cell survival through coronin-1-mediated generation of inositol-145-trisphosphate and calcium mobilization after T cell receptor triggering"
"pubmed-18469815",1,"NDC-SOLES","AnimalsBehavior Animal/*physiologyBrain/*physiology*Chromosome DeletionChromosomes Human Pair 22/*geneticsCognition Disorders/genetics*Disease Models AnimalFemaleGene Expression ProfilingHabituation Psychophysiologic/geneticsHeterozygoteHumansLearning Disabilities/geneticsMaleMiceMice Inbred C57BLMice KnockoutMicroRNAs/*biosynthesis/*geneticsOligonucleotide Array Sequence AnalysisPhenotypeProteins/physiologyRNA-Binding ProteinsSensation Disorders/geneticsSpine/anatomy & histology/growth & development",NA,"","Altered brain microRNA biogenesis contributes to phenotypic deficits in a 22q11-deletion mouse model"
"pubmed-18487017",0,"NDC-SOLES","AnimalsDisease Models AnimalGerbillinaeHippocampus/*pathologyIndolesInterneurons/*metabolismSeizures/*pathology/*physiopathologySodium Channels/genetics/*metabolismUp-Regulation/*physiology",NA,"","Voltage-gated Na+ channel II immunoreactivity is selectively up-regulated in hippocampal interneurons of seizure sensitive gerbils"
"pubmed-18490145",0,"NDC-SOLES","*AgingAnimalsAnimals NewbornBrain Injuries/*complications/pathologyDisease Models AnimalMagnetic Resonance Imaging/methodsMaleParietal Lobe/pathologyRatsRats Sprague-DawleyRecovery of Function/*physiologySeizures/complications/*etiology/pathology",NA,"","Traumatic brain injury during development reduces minimal clonic seizure thresholds at maturity"
"pubmed-18512762",0,"NDC-SOLES","AnimalsCell Differentiation/*physiologyCell LineEmbryonic Stem Cells/*cytology/metabolismFluorescent Antibody TechniqueGene Expression Regulation Developmental/physiologyHMGB Proteins/metabolismHomeodomain Proteins/*metabolismImmunohistochemistryMiceNeurons/*cytology/metabolismReverse Transcriptase Polymerase Chain ReactionSOXF Transcription Factors/metabolismTranscription Factors/*metabolismTretinoin/*metabolism",NA,"","Hoxa1 is required for the retinoic acid-induced differentiation of embryonic stem cells into neurons"
"pubmed-18515424",0,"NDC-SOLES","*Action Potentials/drug effectsAnimalsAnkyrins/pharmacologyAxons/metabolism/*physiologyCarrier Proteins/pharmacologyCell Membrane/drug effects/physiologyComputer SimulationDendrites/metabolismKCNQ Potassium Channels/antagonists & inhibitors/metabolism/*physiologyModels BiologicalProtein Subunits/antagonists & inhibitors/metabolism/physiologyPyramidal Cells/metabolism/*physiologyRatsRats Inbred Strains",NA,"","Functional significance of axonal Kv7 channels in hippocampal pyramidal neurons"
"pubmed-18534255",0,"NDC-SOLES","AnimalsBehavior Animal/drug effects/physiologyEpilepsy Temporal Lobe/*chemically induced/metabolismGene Expression/drug effects*Hippocampus/drug effects/metabolismHumansMaleMuscarinic Agonists/*pharmacologyPilocarpine/*pharmacologyRNA Messenger/*metabolismRatsRats WistarReceptors Calcitriol/genetics/*metabolism",NA,"","Expression of vitamin D receptor mRNA in the hippocampal formation of rats submitted to a model of temporal lobe epilepsy induced by pilocarpine"
"pubmed-18544626",0,"NDC-SOLES","AnimalsCell DifferentiationDNA (Cytosine-5-)-Methyltransferases/*genetics/*metabolism*DNA MethylationDNA Methyltransferase 3ADisease Models AnimalEmbryo ImplantationEmbryonic Stem CellsHumansImmunologic Deficiency Syndromes/*embryologyMicePoint MutationPromoter Regions GeneticTranscription Genetic",NA,"","Regulation of DNA methylation activity through Dnmt3L promoter methylation by Dnmt3 enzymes in embryonic development"
"pubmed-18571851",0,"NDC-SOLES","Anesthetics Inhalation/*pharmacologyAnimalsAnimals NewbornBrain/*drug effects/metabolismNerve Tissue Proteins/genetics/*metabolismRatsRats Sprague-DawleyTime FactorsTranscriptional Activation/*drug effectsXenon/*pharmacology",NA,"","Xenon induces transcription of ADNP in neonatal rat brain"
"pubmed-18573219",0,"NDC-SOLES","AnimalsAntibodies HelminthBiomarkers/*analysisBlotting WesternBrain/metabolism/*parasitology/pathologyCentral Nervous System Helminthiasis/*metabolism/parasitology/pathologyDisease Models AnimalGlial Fibrillary Acidic ProteinLarvaMiceNerve Growth Factors/analysisNerve Tissue Proteins/analysisNeurofilament Proteins/analysisProteasome Endopeptidase Complex/metabolismProtein Serine-Threonine Kinases/analysisS100 Calcium Binding Protein beta SubunitS100 Proteins/analysisToxocara canis/immunology/*pathogenicityToxocariasis/*metabolism/pathologyTransforming Growth Factor beta1/analysisTransglutaminases/analysisUbiquitin/metabolismtau Proteins/analysis",NA,"","Brain injury-associated biomarkers of TGF-beta1 S100B GFAP NF-L tTG AbetaPP and tau were concomitantly enhanced and the UPS was impaired during acute brain injury caused by Toxocara canis in mice"
"pubmed-18586681",0,"NDC-SOLES","AnimalsCOS CellsChlorocebus aethiopsEnzyme Activation/physiologyFocal Adhesions/genetics/*metabolismGuanine Nucleotide Exchange Factors/genetics/*metabolismHeLa CellsHumansMAP Kinase Signaling System/*physiologyOsmotic PressurePTEN Phosphohydrolase/genetics/*metabolismPhosphatidylinositol 3-Kinases/genetics/*metabolismProtein Phosphatase 2/genetics/*metabolismProtein Structure Tertiary/physiologyRatsRho Guanine Nucleotide Exchange Factorscdc42 GTP-Binding Protein/genetics/*metabolismp21-Activated Kinases/genetics/*metabolismp38 Mitogen-Activated Protein Kinases/genetics/*metabolism",NA,"","PAK is regulated by PI3K PIX CDC42 and PP2Calpha and mediates focal adhesion turnover in the hyperosmotic stress-induced p38 pathway"
"pubmed-18618674",0,"NDC-SOLES","AgingAnimalsAstrocytes/*cytologyBrain Tissue Transplantation/methodsCell Differentiation/*physiologyCell Movement/physiologyEmbryonic Stem Cells/cytology/*transplantationFluorescent Antibody TechniqueGraft SurvivalGreen Fluorescent Proteins/geneticsHippocampus/*cytologyMiceMice TransgenicNeurons/*cytologyOligodendroglia/*cytologyOrgan Culture TechniquesStem Cell Transplantation/methods",NA,"","Behavior of hippocampal stem/progenitor cells following grafting into the injured aged hippocampus"
"pubmed-18667034",0,"NDC-SOLES","Amino Acid SequenceAnimalsCathepsin D/analysisEndosomes/chemistryLysosome-Associated Membrane Glycoproteins/analysisLysosomes/chemistry/*metabolismMiceMicroscopy ConfocalPeptides/*chemical synthesis/*metabolismPrP 27-30 Protein/*chemical synthesis/*immunologyPrPSc Proteins/*metabolismSequence Alignment",NA,"","Synthetic fibril peptide promotes clearance of scrapie prion protein by lysosomal degradation"
"pubmed-18691368",0,"NDC-SOLES","Acute-Phase Proteins/analysis/*metabolismAdrenal Cortex Hormones/*therapeutic useAnimalsArteritis/cerebrospinal fluid/drug therapy/metabolism/*veterinaryCentral Nervous System/immunologyCerebrospinal Fluid/chemistryDog Diseases/*blood/immunologyDogsFemaleMaleMeninges/blood supplyMeningitis/cerebrospinal fluid/drug therapy/metabolism/*veterinary",NA,"","Concentrations of acute-phase proteins in dogs with steroid responsive meningitis-arteritis"
"pubmed-18726299",0,"NDC-SOLES","Shigella; Shigella dysenteriae; Shigella flexneri 2a; Shigella sonnei",NA,"","Construction of a trivalent candidateShigella vaccine strain with host-vector balanced-lethal system"
"pubmed-18727048",0,"NDC-SOLES","Alzheimer Disease/pathology/physiopathologyAtrophy/pathology/physiopathologyDementia/pathology/physiopathologyEpilepsy Temporal Lobe/pathology/physiopathologyHippocampus/*anatomy & histology/physiologyHumansImage Processing Computer-Assisted/*methodsMagnetic Resonance Imaging/*methodsNerve Fibers Myelinated/physiology/ultrastructurePredictive Value of Tests",NA,"","The human hippocampus at 7 T--in vivo MRI"
